ID,SCORE
0,0.5221981922705455
5,0.41304217635018714
6,0.4814464446477668
8,0.5212298623562023
12,0.4717878457997451
13,0.472312194608582
17,0.5316338057573134
18,0.5155249228465784
19,0.4817441129920217
20,0.5221879599657226
31,0.5152977480685649
32,0.49886646110855737
34,0.4945555292308713
35,0.5621094466008504
40,0.4547262249692823
51,0.4327723578029113
52,0.5890647164899693
55,0.4487790146652647
56,0.41142123283271753
57,0.564191275504491
58,0.525432474134605
59,0.57112663944867
60,0.5006133173618404
63,0.4593791132063602
64,0.43413010390846474
67,0.5588550181738947
69,0.5644219531729924
72,0.5295912650513227
75,0.5415601451629808
76,0.4234421434162787
78,0.46584572075111386
82,0.5648889572823433
83,0.45076663218571206
92,0.5100674037011367
93,0.6009344158424503
94,0.4698910221936457
95,0.44515304953188756
98,0.5182368271554968
103,0.5237331927170223
107,0.49426533965499714
109,0.5716896966410787
111,0.4688322846725476
116,0.4934540321533592
119,0.42373494450599786
126,0.4698910221936457
130,0.4283523559711102
134,0.483345847355742
137,0.43474729093917425
141,0.4433758429227883
143,0.49049860085744984
148,0.49709036747216384
153,0.46104409221614123
154,0.4162219421369679
157,0.44680322944644557
160,0.5200776918130273
161,0.500468202095998
162,0.5736169827156994
165,0.5409951203165541
167,0.5002956813878408
176,0.5708972258978174
178,0.50320548915333
182,0.5110414650732522
184,0.40192865673406414
185,0.45429892435310176
189,0.5815752339021187
194,0.430827064778937
197,0.519430373139794
199,0.4541532497445067
200,0.4984424914064228
204,0.5272273894219239
205,0.44490686240037963
206,0.43573967637592553
207,0.5755347114891843
211,0.5138912636080365
213,0.4687636083006877
216,0.4234432395569122
219,0.4602955423856183
223,0.4845451531477417
226,0.4391218941492694
229,0.6089555461793709
232,0.3852494441100678
233,0.46412767407442695
234,0.4279351314979801
235,0.4086075838579665
238,0.5655922638552081
241,0.42745671354163683
246,0.45318283861239717
254,0.4745783454937125
256,0.40604256599032285
258,0.5295514642603868
264,0.45374558916331814
266,0.47087496222210634
267,0.539045006645531
273,0.43005539415573746
274,0.43958504977779334
277,0.40667582457631757
279,0.45614268942128966
283,0.5469334283468871
285,0.561176358319779
286,0.40706855447851703
289,0.5683434792052643
298,0.4594507268048943
299,0.5402049524537977
300,0.46368964775513605
306,0.45346914334845756
311,0.46861211952557597
312,0.42936148816387665
314,0.4392471113916296
315,0.5399941986656412
316,0.488582189600624
317,0.49836907483568976
320,0.5180389645757241
324,0.43567759345744755
326,0.5447729141447074
327,0.4292361466554892
329,0.43770595908792803
331,0.4400427120626321
333,0.510249353322973
334,0.510315375073759
335,0.4597156020001747
345,0.3900501984621849
348,0.45068660260719773
349,0.618865310407551
350,0.49526013846729966
352,0.4448229363794572
353,0.447316628757865
354,0.4678544032192904
355,0.5094277036289002
357,0.5572578338253592
358,0.45471360547811834
364,0.499934569525192
369,0.4395525679854748
374,0.45961804411484924
375,0.5300130765243557
376,0.4442929786149988
382,0.479592887430666
383,0.4541803249159704
387,0.5774615355323232
390,0.5176189824176182
392,0.5748497872573924
393,0.5050540352283008
394,0.5569541209898772
403,0.45179215728678346
405,0.5342842289564321
408,0.526659151470681
410,0.5937156022287781
413,0.46371838752559447
415,0.4717686074401036
419,0.40982448347671807
